number,description,category,status,case_pack,case_weight,case_weight_unit,usda_bug_required,purchase_to_stock_conversion,purchase_unit,stock_unit,customer_id,supplier_id
86710,Brie,Aple,Fig Rais Bread 20/cs,FG,Active,20,6.6,LBS,No,1,CS,CS,MCDNLDWS,
86711,Thai Chckn & Chili Wrap 36/cs,FG,Active,36,13.3,LBS,Yes,1,CS,CS,MCDNLDWS,
86712,Turkey,Dijon & Jack Wrap 36/cs,FG,Active,36,12.67,LBS,Yes,1,CS,CS,MCDNLDWS,
86713,Hummus & Cheese Wrap 36/cs,FG,Active,36,10,LBS,No,1,CS,CS,MCDNLDWS,
87201,Sausage, Egg,Chs Muf 12pk,FG,Active,12,4.05,LBS,No,1,CS,CS,UWG,
87202,Bacon, Egg,Chs Bisc 12pk,FG,Active,12,3.25,LBS,No,1,CS,CS,UWG,
87205,Chicken Cheese Burger 12/cs,FG,Active,12,5.97,LBS,No,1,CS,CS,UWG,
87206,Hebrew National Hot Dog 8/cs,FG,Active,8,3.335,LBS,No,1,CS,CS,UWG,
87300,Bacon, Egg,Chs Bisc 8/4pk,FG,Active,8,7.78,LBS,No,1,CS,CS,GOLUP,
0519,Lbl Master C&C Chick Chs 5x7,PK,Active,,0,,No,1000,RL,EA,10000,530
0520,Lbl Master C&C Hot Dog 5x7,PK,Active,,0,,No,1000,RL,EA,10000,531
0523,Flat Whole Wht Wrap Red Sodium,BR,Active,108,0,,No,108,CS,EA,10000,534
0524,Flat Whole Wht Wrap Red Sodium,BR,Active,108,0,,No,108,CS,EA,10000,535
0558,Film Fuji PP Sausage,PK,Obsolete,,0,,No,1857.601003,LB,IN,10000,537
0559,Film Fuji PP Ham Egg Chs Muff,PK,Obsolete,,0,,No,1857,LB,IN,10000,538
0577,Spread Mayo Pesto,SA,Obsolete,,0,,No,400,CS,OZ,10000,540
87301,Sausage, Egg,Chs Bisc 8/4pk,FG,Active,8,9.79,LBS,No,1,CS,CS,GOLUP,
87302,Sausage Egg Chs Crois 8/4pk,FG,Active,8,9.785,LBS,No,1,CS,CS,GOLUP,
87303,Chicken Club Lean Panini 12/cs,FG,Active,12,5.24,LBS,No,1,CS,CS,GOLUP,
87304,Chckn Philly Lean Panini 12/cs,FG,Active,12,5.24,LBS,No,1,CS,CS,GOLUP,
87305,Chkn Spn Msh Lean Panini 12/cs,FG,Active,12,5.24,LBS,No,1,CS,CS,GOLUP,
87306,Phly Stk Chs Lean Panini 12/cs,FG,Active,12,5.34,LBS,No,1,CS,CS,GOLUP,
87307,Bcn Egg Pot Chs Bowl 8oz-8/cs,FG,Active,8,4.68,LBS,Yes,1,CS,CS,GOLUP,
87308,Hm Egg Pot Chs Bwl 8 oz - 8/cs,FG,Active,8,4.68,LBS,Yes,1,CS,CS,GOLUP,
87309,Sg Egg Pot Chs Bwl  8.6oz-8/cs,FG,Active,8,4.68,LBS,Yes,1,CS,CS,GOLUP,
87400,Sg Egg Pot ChsBwl  8.6oz-12/cs,FG,Obsolete,12,7.21,LBS,Yes,1,CS,CS,FENM,
87401,Bac Egg Pot Chs Bwl  8oz-12/cs,FG,Obsolete,12,7.21,LBS,Yes,1,CS,CS,FENM,
87402,Sausage, Egg,Chs Muff 12/2pk,FG,Obsolete,12,8.57,LBS,No,1,CS,CS,FENM,
87403,Trky Bcn, Egg, Chs Muff 12/2pk,FG,Obsolete,12,8.57,LBS,No,1,CS,CS,FENM,
87603,Chicken Burger 12/cs,FG,Active,12,5.72,LBS,No,1,CS,CS,CUMBP,
87604,Chicken Cheese Burger 12/cs,FG,Active,12,6.22,LBS,No,1,CS,CS,CUMBP,
87605,Chicken Chs Bacon Burger 12/cs,FG,Active,12,6.4,LBS,No,1,CS,CS,CUMBP,
123127,Double Hamburger  12/cs,FG,Active,12,6.77,LBS,No,1,CS,CS,GREATLAND,
123128,Cheeseburger  12/cs,FG,Active,12,4.97,LBS,No,1,CS,CS,CFS,
123300,Sausage Scramble Bowl 12/cs,FG,Active,12,10.63,LBS,Yes,1,CS,CS,MCLN,
123301,Bacon Scramble Bowl 12/cs,FG,Active,12,10.63,LBS,Yes,1,CS,CS,MCLN,
123302,Sausage&Maple Pcake Bowl 12/cs,FG,Obsolete,18,7.33,LBS,Yes,1,CS,CS,MCLN,
123303,Sausage and Waffles 12/cs,FG,Obsolete,18,7.33,LBS,Yes,1,CS,CS,10000,
123304,Chicken Teriyaki Bowl  12/cs,FG,Active,12,10.63,LBS,Yes,1,CS,CS,MCLN,
123310,Sausag Scrmble Bowl  6oz-12/cs,FG,Active,12,7.33,LBS,Yes,1,CS,CS,LPRF,
0649,Box #4 Kraft Plain,PK,Obsolete,,0,,,1,EA,EA,10000,544
0664,Tape Sealing 48mmx100M 1.9mil,PK,Active,36,0,,No,36,CS,RL,10000,545
0720,Pepper Red Strip Roasted ,VE,Obsolete,,0,,,276,CS,OZ,10000,546
0737,Label Tuna Salad 2x4,PK,Obsolete,,0,,,1000,CS,EA,10000,547
0738,Lab- Rec Chicken Salad 2x4 in ,PK,Obsolete,,0,,,1000,CS,EA,10000,548
0739,Lab- rectangle Back 3x3 4762,PK,Obsolete,,0,,No,1000,CS,EA,10000,549
0753,Square Blank White Firenza 3x3,PK,Obsolete,,0,,,1900,RL,EA,10000,550
0758,Sqr Cheeseburger Firenza 3x3,PK,Obsolete,,0,,,1000,RL,EA,10000,551
0765,Sqr Hot Dog Firenza 3x3 in,PK,Obsolete,,0,,,1000,RL,EA,10000,552
0819,Stretch Film 18x2000 80ga,PK,Active,,0,,No,4,PAL,EA,10000,554
0856,Tape clear 2x1000 2 mil ,PK,Obsolete,,0,,No,72,CS,EA,10000,556
0959,Beard Cover Polypropylene,PK,Active,,0,,No,1000,CS,EA,10000,557
0961,Ham Bavarian Unsliced,PR,Obsolete,,0,,,1,LB,LB,10000,558
123311,Bacon Scrmble  Bowl 6oz-12/cs,FG,Active,12,7.33,LBS,Yes,1,CS,CS,LPRF,
123314,Chicken Teriyaki Bowl 6oz12/cs,FG,Active,12,7.33,LBS,Yes,1,CS,CS,LPRF,
123315,Ham Scramble Bowl 6 oz - 12/cs,FG,Active,12,7.33,LBS,Yes,1,CS,CS,LPRF,
123412,Double Cheeseburger  12/cs,FG,Active,12,7.82,LBS,No,1,CS,CS,CFS,
123496,Hamburger  12/cs,FG,In Development,12,6.77,LBS,,1,CS,CS,INDERBITZN,
123497,Hickory Rib Sandwich  12/cs,FG,Active,12,5.73,LBS,No,1,CS,CS,CFS,
123545,Ham Egg & Cheese Muffin  12/cs,FG,Obsolete,12,4.72,LBS,No,1,CS,CS,CFS,
123555,Sausage Egg Cheese Muffin12/cs,FG,Obsolete,12,4.72,LBS,No,1,CS,CS,CFS,
123586,Bacon Cheeseburger 12/cs,FG,Active,12,4.77,LBS,No,1,CS,CS,GREATLAND,
123587,Maple Pancakes, Sausage  18/cs,FG,Active,18,7.33,LBS,Yes,1,CS,CS,99ONLYSTOR,
123588,Sausage Scramble  18/cs,FG,Active,18,7.33,LBS,Yes,1,CS,CS,99ONLYSTOR,
123589,Bacon Scramble 18/cs,FG,Active,18,6.2,LBS,Yes,1,CS,CS,99ONLYSTOR,
123590,Mini Pancakes and Syrup  18/cs,FG,Active,18,6.43,LBS,No,1,CS,CS,99ONLYSTOR,
123591,Mini Waffles and Syrup  18/cs,FG,Active,18,5.08,LBS,No,1,CS,CS,BROOKS,
123592,French Toast and Syrup  18/cs,FG,Active,18,5.08,LBS,No,1,CS,CS,BROOKS,
123593,Mini Cinn Buns, Frost  18/cs,FG,Obsolete,18,5.86,LBS,No,1,CS,CS,99ONLYSTOR,
123594,Ham & Cheese Double Wdge 12/cs,FG,Active,12,4.4,LBS,No,1,CS,CS,CFS,
123595, Egg Salad Double Wedge 12/cs,FG,Active,12,3.69,LBS,No,1,CS,CS,CFS,
123596,Chicken Salad Dble Wdge 12/cs,FG,Active,12,3.69,LBS,No,1,CS,CS,CFS,
123597,Turkey Cheese Dbl Wedge 12/cs,FG,Active,12,4.03,LBS,No,1,CS,CS,CFS,
123598,Ham & Cheese Hoagie 12/cs,FG,Active,12,5.14,LBS,No,1,CS,CS,CFS,
123599,Turkey Cheese Hoagie 12/cs,FG,Active,12,5.14,LBS,No,1,CS,CS,CFS,
123600,Ham & Turkey Hoagie 12/cs,FG,Active,12,5.68,LBS,No,1,CS,CS,CFS,
123601,Tuna Salad Double Wedge on,FG,Active,12,3.69,LBS,No,1,CS,CS,CFS,
123603,OP Tuna Salad Tpl Wedge16/cs,FG,Active,16,7.1,LBS,No,1,CS,CS,GREATLAND,
123605,Trkey Cheese Triple Wdge 16/cs,FG,Active,16,7.1,LBS,No,1,CS,CS,GREATLAND,
123607,OP Dbl Wdge Turk,Sws,Ham 12/cs,FG,Active,12,5.25,LBS,No,1,CS,CS,CFS,
123611,Maple Pancakes, Sausage  24/cs,FG,Obsolete,24,8,LBS,Yes,1,CS,CS,99ONLYSTOR,
123612,Sausage Scramble 24/cs,FG,Obsolete,24,8.9,LBS,Yes,1,CS,CS,99ONLYSTOR,
123613,Bacon Scramble 24/cs,FG,Obsolete,24,8.9,LBS,Yes,1,CS,CS,99ONLYSTOR,
123616,OP Saus,Egg,Chse Muf 12/1x4pk,FG,Active,12,16.1,LBS,No,1,CS,CS,NASH,
123617,OP Saus,Egg,Chs Bisc 12/1x4pk,FG,Active,12,16.1,LBS,No,1,CS,CS,NASH,
123618,OP Bacn,Egg,Chs Bisc 12/1x4pk,FG,Active,12,13.65,LBS,No,1,CS,CS,NASH,
123619,OP Can Bac,Egg Ch Muf 12/1x4pk,FG,Active,12,14.55,LBS,No,1,CS,CS,NASH,
123701,Tuna Salad Double Wd 12/cs CAN,FG,Active,12,3.69,LBS,No,1,CS,CS,10000,
123707,OP Db Wge Trk,Sws,Ham 12/csCAN,FG,Active,12,5.25,LBS,Yes,1,CS,CS,10000,
124100,Sausage, Egg, Cheese Muf 12/cs,FG,Active,12,4.08,LBS,Yes,1,CS,CS,DPFG,
124101,Can Bac,Egg,Cheese Muff 12/cs,FG,Active,12,3.64,LBS,Yes,1,CS,CS,DPFG,
124103,Bacon Scrmble  Bowl 6oz-12/cs,FG,Active,12,7.33,LBS,Yes,1,CS,CS,10000,
125000,Polish Sausage Baguetta 24/cs,FG,Active,24,9.12,LBS,Yes,1,CS,CS,CDI,
125001,Bacn Egg Cheese Baguetta 24/cs,FG,Active,24,9.24,LBS,Yes,1,CS,CS,CDI,
125002,Cheesy Beef Baguetta 24/cs,FG,Active,24,9.35,LBS,Yes,1,CS,CS,CDI,
125003,Nathans Baguetta 24/cs,FG,Active,24,7.2,LBS,Yes,1,CS,CS,MCLN,
125100,Polish Saus Baguetta 24/cs CAN,FG,Active,24,9.12,LBS,Yes,1,CS,CS,INFORM,
125101,Bacn Egg Chse Bagtta 24/cs CAN,FG,Active,24,9.24,LBS,Yes,1,CS,CS,INFORM,
125102,Cheesy Beef Baguetta 24/cs CAN,FG,Active,24,9.35,LBS,Yes,1,CS,CS,INFORM,
154117,King Sub Turkey & Cheese 15/cs,FG,Active,15,10.43,LBS,No,1,CS,CS,INDERBITZN,
154118,King Sub Ham & Cheese 15/cs,FG,Active,15,10.43,LBS,No,1,CS,CS,INDERBITZN,
163737,Dbl Wdge Turk,Swiss,Ham 16/cs,FG,Active,16,7.33,LBS,No,1,CS,CS,INDERBITZN,
164730,Triple Wedge Ham Cheese 16/cs,FG,Active,16,8.07,LBS,No,1,CS,CS,INDERBITZN,
164741,Triple Wedge Egg Salad 16/cs,FG,Active,16,7.57,LBS,No,1,CS,CS,INDERBITZN,
164761,Trple Wdge Chicken Salad 16/cs,FG,Active,16,7.57,LBS,No,1,CS,CS,INDERBITZN,
164765,Triple Wedge Tuna Salad 16/cs,FG,Active,16,7.57,LBS,No,1,CS,CS,INDERBITZN,
164766,Triple Wdge Trkey Cheese 16/cs,FG,Active,16,8.07,LBS,No,1,CS,CS,INDERBITZN,
11009260,Sample HamEggCheddar Lab 32/cs,FG,Active,32,10.14,LBS,No,1,CS,CS,AJGOSS,
11009261,Sample BaconEggGouda Lab 32/cs,FG,Active,32,8.92,LBS,No,1,CS,CS,AJGOSS,
11010010,Sample Vegetarian Lab 32/cs,FG,Active,32,10.14,LBS,No,1,CS,CS,AJGOSS,
11017416,Sample Veg Labaccia CAN 32/cs,FG,Active,32,10.14,LBS,No,1,CS,CS,GFS,
11017461,Sample Veg Labaccia CAN 32/cs,FG,Obsolete,32,10.14,LBS,No,1,CS,CS,GFS,
11017984,Sample Bacon Lab CAN 32/cs,FG,Active,32,9.62,LBS,Yes,1,CS,CS,10000,
11019027,Chicken Wrap 32/cs ,FG,Active,32,14.03,LBS,Yes,1,CS,CS,AJGOSS,
11023447,Chicken Wrap 32/cs CAN ,FG,Active,32,14.03,LBS,Yes,1,CS,CS,GFS,
11023449,Sample Chicken Wrap 32/cs CAN ,FG,Active,32,14.03,LBS,Yes,1,CS,CS,GFS,
11024408,Test Bacon Egg Gouda Lab 32/cs,FG,Obsolete,32,9.62,LBS,No,1,CS,CS,10000,
11024409,Test Ham Egg Cheddar Lab 32/cs,FG,Obsolete,32,10.14,LBS,No,1,CS,CS,10000,
11024410,Test Vegetarian Labaccia 32/cs,FG,Obsolete,32,10.14,LBS,No,1,CS,CS,10000,
11024411,Test Saus Egg Ched Muff 24/cs,FG,Obsolete,24,9.81,LBS,No,1,CS,CS,10000,
11024412,Test RF Turkey Bacon 24/cs,FG,Obsolete,24,8.06,LBS,No,1,CS,CS,10000,
11024413,Test Egg Wht Wrap w/Spin 32/cs,FG,Obsolete,32,12.4,LBS,No,1,CS,CS,10000,
11024419,Test Chicken Wrap 32/cs ,FG,Obsolete,32,14.03,LBS,Yes,1,CS,CS,10000,
19228,Mango Chutney Chken Ciab 20/cs,FG,Obsolete,,0,,,1,CS,CS,DSI,
19229,Chicken Caprese Sandwich 20/cs,FG,Obsolete,,0,,,1,CS,CS,DSI,
19230,SW Chicken Sandwich 20/cs,FG,Obsolete,,0,,,1,CS,CS,DSI,
19232,Ham & Swiss Marbled Rye 20/cs,FG,Obsolete,,0,,,1,CS,CS,DSI,
19234,Italian Hoagie 20/cs,FG,Obsolete,,0,,,1,CS,CS,DSI,
19306,Buffalo Chicken Sandwich 12/cs,FG,Obsolete,,0,,,1,CS,CS,ALOPRESTI,
19307,Little Italy 12/cs,FG,Obsolete,,0,,,1,CS,CS,ALOPRESTI,
19308,Smoked Turkey & Havarti 12/cs,FG,Obsolete,,0,,,1,CS,CS,ALOPRESTI,
19311,Cheese & Tomato Melt 12/cs,FG,Obsolete,,0,,,1,CS,CS,ALOPRESTI,
19312,SS Buffalo Chicken Sand 12/cs,FG,Obsolete,,0,,,1,CS,CS,GSF,
19314,SS Little Italy 12/cs,FG,Obsolete,,0,,,1,CS,CS,GSF,
19315,SS Cheese & Tomato Melt 12/cs,FG,Obsolete,,0,,,1,CS,CS,GSF,
19318,Turkey Bacon, Egg,Ched 12/cs,FG,Obsolete,,0,,,1,CS,CS,10000,
19351,Cheese & Tomato Melt 12/cs CDA,FG,Obsolete,,0,,,1,CS,CS,10000,
19541,Bacon Egg Gouda Labaccia 40/cs,FG,Obsolete,,0,,,1,CS,CS,BALFORD,
19542,Ham Egg Cheddar Labaccia 40/cs,FG,Obsolete,,0,,,1,CS,CS,BALFORD,
19543,Sausage Egg Cheddar Muff 36/cs,FG,Obsolete,,0,,,1,CS,CS,BALFORD,
19544,Vegetarian Jack Labaccia,FG,Obsolete,,0,,,1,CS,CS,10000,
19545,Egg & Monterey Jack Muffin,FG,Obsolete,,0,,,1,CS,CS,SWTRADERS,
19546,Sausage Egg Muff 36/cs CAN,FG,Obsolete,,0,,,1,CS,CS,HFSNAC,
19547,Ham Egg Cheddar Labaccia 16/cs,FG,Obsolete,,0,,,1,CS,CS,AJGOSS,
19548,Sausage Egg Cheddar Muff 12/cs,FG,Obsolete,,0,,,1,CS,CS,AJGOSS,
19549,Bacon Egg Gouda Labaccia 16/cs,FG,Obsolete,,0,,,1,CS,CS,AJGOSS,
19550,RF Bacon Egg Ched Muff 12/cs,FG,Obsolete,,0,,,1,CS,CS,MILEHI,
19551,Sausage Egg & Cheddar Muffin,FG,Obsolete,,0,,,1,CS,CS,GSF,
19552,Bacon Egg Cheddar Muffin 36/cs,FG,Obsolete,,0,,,1,CS,CS,GSF,
19553,RF Turkey Bacon 36/cs,FG,Obsolete,,0,,,1,CS,CS,BALFORD,
19555,Ham Egg & Cheese Muffin 36/cs,FG,Obsolete,,0,,,1,CS,CS,GSF,
19561,Sausage Egg Cheese Muff 36/cs,FG,Obsolete,,0,,,1,CS,CS,HFSNAC,
19562,Bacon Egg Muffin 36/cs CAN,FG,Obsolete,,0,,,1,CS,CS,HFSNAC,
19563,RF Turkey Bacon 36/cs  CAN,FG,Obsolete,,0,,,1,CS,CS,HFSNAC,
19564,Florentine Sandwich,FG,Obsolete,,0,,,1,CS,CS,HFSNAC,
19565,Ham Egg Muffin 36/cs CAN,FG,Obsolete,,0,,,1,CS,CS,HFSNAC,
19567,Spinach Rstd Tomato Wrap 36/cs,FG,Obsolete,,0,,,1,CS,CS,BALFORD,
19569,Spinach Rstd Tomato Wrap 12/cs,FG,Obsolete,,0,,,1,CS,CS,AJGOSS,
19570,Spinach Rstd Tomato Wrap 36/cs,FG,Obsolete,,0,,,1,CS,CS,HFSNAC,
19571,Bacon Egg Gouda Lab 40/cs CAN,FG,Obsolete,,0,,,1,CS,CS,HFSNAC,
19577,Ham Egg Cheddar Lab 40/cs CAN,FG,Obsolete,,0,,,1,CS,CS,HFSNAC,
19580,Egg White Wrap w/Spinach 36/cs,FG,Obsolete,,0,,,1,CS,CS,AJGOSS,
19581,Egg White Wrap w/Spinach 12/cs,FG,Obsolete,,0,,,1,CS,CS,AJGOSS,
19585,RF Turkey Bacon 36/cs,FG,Obsolete,,0,,,1,CS,CS,AJGOSS,
19587,RF Turkey Bacon 12/cs,FG,Obsolete,,0,,,1,CS,CS,HFSNA,
19600,Spinach  Wrap 36/cs CAN,FG,Obsolete,,0,,,1,CS,CS,HFSNAC,
19601,RF Turkey Bacon  36/cs CAN,FG,Obsolete,,0,,,1,CS,CS,HFSNAC,
19602,Sausage Egg Muff 12/cs CAN,FG,Obsolete,,0,,,1,CS,CS,HFSNAC,
19603,Bacon Egg Gouda Lab 16/cs CAN,FG,Obsolete,,0,,,1,CS,CS,HFSNAC,
19604,RF Turkey Bacon  12/cs CAN,FG,Obsolete,,0,,,1,CS,CS,HFSNAC,
19605,Ham Egg Cheddar Lab 16/cs CAN,FG,Obsolete,,0,,,1,CS,CS,HFSNAC,
19606,Spinach Wrap 12/cs CAN,FG,Obsolete,,0,,,1,CS,CS,HFSNAC,
83737,Double Wedge Ham Turkey & 8/cs,FG,Obsolete,,0,,,1,CS,CS,DOYLES,
84068,British Sub 8/cs,FG,Obsolete,,0,,,1,CS,CS,DOYLES,
84101,Double Wedge Italian 8/cs,FG,Obsolete,,0,,,1,CS,CS,DOYLES,
84115,King Sub Ham & Cheese 8/cs,FG,Obsolete,,0,,,1,CS,CS,DOYLES,
84126,King Sub Turkey & Cheese 8/cs,FG,Obsolete,,0,,,1,CS,CS,DOYLES,
84361,Dbl Wedge Italian onWheat 8/cs,FG,Obsolete,,0,,,1,CS,CS,10000,
84362,Trple Wedge Turkey Cheese 8/cs,FG,Obsolete,,0,,,1,CS,CS,10000,
84363,Double Wedge Ham Turkey & 8/cs,FG,Obsolete,,0,,,1,CS,CS,10000,
84364,Triple Wedge Ham & Cheese 8/cs,FG,Obsolete,,0,,,1,CS,CS,10000,
84730,Triple Wedge Ham & Cheese 8/cs,FG,Obsolete,,0,,,1,CS,CS,DOYLES,
84741,Triple Wedge Egg Salad on,FG,Obsolete,,0,,,1,CS,CS,DOYLES,
84742,Trple Wedge Turkey Cheese 8/cs,FG,Obsolete,,0,,,1,CS,CS,DOYLES,
84743,Tpl Wedge Pastrami Cheese 8/cs,FG,Obsolete,,0,,,1,CS,CS,DOYLES,
84744,Triple Wedge Tuna Salad 8/cs,FG,Obsolete,,0,,,1,CS,CS,DOYLES,
84747,Trple Wedge Chicken Salad 8/cs,FG,Obsolete,,0,,,1,CS,CS,DOYLES,
85002,Ham, Turkey & Cheese Mini Sub,FG,Obsolete,,0,,No,1,CS,CS,10000,
85003,Italian Mini Sub 24/cs,FG,Obsolete,,0,,No,1,CS,CS,10000,
85004,Salami & Cheese Kaiser 24/cs,FG,Obsolete,,0,,No,1,CS,CS,10000,
85200,Mediterranean Panini 24/cs,FG,Obsolete,,0,,No,1,CS,CS,10000,
85201,Cheese and Tomato Melt,FG,Obsolete,,0,,No,1,CS,CS,10000,
85202,Chicken Pesto Panini  24/cs,FG,Obsolete,,0,,No,1,CS,CS,10000,
85203,Black Forest Ham and Cheddar,FG,Obsolete,,0,,No,1,CS,CS,10000,
85350,Sausage, Egg & Chse Muf 36/cs,FG,Obsolete,,0,,No,1,CS,CS,10000,
85351,Bacon, Egg & Chse Muf 36/cs,FG,Obsolete,,0,,No,1,CS,CS,10000,
85352,Beef & Cheese Slider 36/cs,FG,Obsolete,,0,,No,1,CS,CS,10000,
85353,Breaded Chicken Slider 48/cs,FG,Obsolete,,0,,No,1,CS,CS,10000,
85414,Bacon, Egg, Chs Bagel 12/1x2pk,FG,Obsolete,,0,,No,1,CS,CS,10000,
85415,Egg & Cheese Bagel 12/1x2pk,FG,Obsolete,,0,,No,1,CS,CS,10000,
85416,Sausage, Egg,Chs Bagl 12/1x2pk,FG,Obsolete,,0,,No,1,CS,CS,10000,
85417,Bacon, Egg , Chs Bisc 12/1x4pk,FG,Active,,0,,No,1,CS,CS,CSWG,
85418,Sausage, Egg,Chs Bisc 12/1x4pk,FG,Active,,0,,No,1,CS,CS,CSWG,
85419,Ham, Egg , Chs Croiss 12/1x4pk,FG,Active,,0,,No,1,CS,CS,CSWG,
85420,Saus, Egg , Chs Crois 12/1x4pk,FG,Active,,0,,No,1,CS,CS,CSWG,
90001,All Nat Ing Tky Can Bacon Br,FG,Obsolete,,0,,No,1,EA,EA,10000,
90002,All Nat Ing Tky Ssg Bfst Sand,FG,Obsolete,,0,,No,1,EA,EA,10000,
90003,All Nat Ing Gdn Ssg Bfst Sand,FG,Obsolete,,0,,No,1,EA,EA,10000,
90004,All Nat Ing Pork Ssg Bfst Sand,FG,Obsolete,,0,,No,1,EA,EA,10000,
123610,OP King Sub Italian 15/cs,FG,Active,15,0,,No,1,CS,CS,10000,
123614,Sausage & Cheese Muffin,FG,Obsolete,,0,,No,1,CS,CS,10000,
123615,Sausage Griddle Cakes 12/1x4pk,FG,Obsolete,,0,,No,1,CS,CS,10000,
123620,OP Sausage, Egg Chs Bisc 12/cs,FG,Obsolete,,0,,No,1,CS,CS,10000,
123621,OP Bacon, Egg Chs Bisc 12/cs,FG,Obsolete,,0,,No,1,CS,CS,10000,
123622,OP Can Bacn, Egg Chs Muf 12/cs,FG,Obsolete,,0,,No,1,CS,CS,10000,
123623,OP Saus, Egg Chs Crois 12/cs,FG,Obsolete,,0,,No,1,CS,CS,10000,
123624,OP Ham & Cheese Croiss 12/cs,FG,Obsolete,,0,,No,1,CS,CS,10000,
123625,Mini Corn Dogs with Ketchup,FG,Active,,0,,No,1,CS,CS,10000,
123626,Popcorn Chckn w Ketchup 18/cs,FG,Active,,0,,No,1,CS,CS,10000,
123627,Chicken Cheddar w Ketch 18/cs,FG,Active,,0,,No,1,CS,CS,10000,
123628,Sausage and Cheese Muffin,FG,Active,,0,,No,1,CS,CS,10000,
123629,Sausage and Griddle Cake Sand,FG,Obsolete,,0,,No,1,CS,CS,10000,
124102,Sausag Scrmble Bowl  6oz-12/cs,FG,Active,,0,,Yes,1,CS,CS,10000,
125104,Pepperoni Baguetta 24/cs CAN,FG,Active,,0,,Yes,1,CS,CS,10000,
164775,Double British Wedge,FG,Obsolete,,0,,,1,CS,CS,INDERBITZN,
164777,Double Pastrami Wedge,FG,Obsolete,,0,,,1,CS,CS,INDERBITZN,
243726,Ham & Cheese Hoagie 24/cs,FG,Obsolete,,0,,No,1,CS,CS,INDERBITZN,
244096,Turkey & Cheese Hoagie 24/cs,FG,Obsolete,,0,,No,1,CS,CS,INDERBITZN,
244133,Dbl Sausage Cheese Muff 12/cs,FG,Obsolete,,0,,No,1,CS,CS,10000,
0105,Plain Bagel & Cream Cheese,FG,Not Usable,,0,,,0,,EA,10000,
123127EA,Double hamburger ,FG,Not Usable,,0,,,0,,EA,10000,
123128EA,Cheeseburger,FG,Not Usable,,0,,,0,,CS,10000,
123412EA,Double Cheeseburger,FG,Not Usable,,0,,,0,,EA,10000,
123497EA,Hickory Rib Sandwich,FG,Not Usable,,0,,,0,,EA,10000,
123545EA,Ham Egg & Cheese Muffin,FG,Not Usable,,0,,,0,,EA,10000,
123555EA,Sausage Egg & Cheese 12/cs,FG,Not Usable,,0,,,0,,EA,10000,
123586EA,Bacon Cheeseburger,FG,Not Usable,,0,,,0,,EA,10000,
124003EA,Deli Club NW Market Fresh,FG,Not Usable,,0,,,0,,EA,10000,
154115EA,Roast Beef King Sub 15/cs,FG,Not Usable,,0,,,0,,EA,10000,
154117EA,Turkey & Cheese King Sub 15/cs,FG,Not Usable,,0,,,0,,EA,10000,
154118EA,Ham & Cheese King Sub 15/cs,FG,Not Usable,,0,,,0,,EA,10000,
163737EA,Triple Wedge Turkey,Swiss,Ham,FG,Not Usable,,0,,,0,,EA,10000,
164730EA,Triple Ham & Cheese Wedge,FG,Not Usable,,0,,,0,,EA,10000,
164741EA,Triple Egg Salad on White,FG,Not Usable,,0,,,0,,EA,10000,
164761EA,Triple Chck Salad/Wheat,FG,Not Usable,,0,,,0,,EA,10000,
164765EA,Triple Tuna Salad on Wheat,FG,Not Usable,,0,,,0,,EA,10000,
164766EA,Triple Turkey & Cheese Wheat,FG,Not Usable,,0,,,0,,EA,10000,
164773EA,Triple Tuna Salad on Egg ,FG,Not Usable,,0,,,0,,EA,10000,
164775EA,Double British Wedge,FG,Not Usable,,0,,,0,,EA,10000,
164777EA,Double Pastrami Wedge,FG,Not Usable,,0,,,0,,EA,10000,
19131EA,Vegan Gardenburger,FG,Not Usable,,0,,,0,,EA,10000,
19137EA,Cheeseburger Angus,FG,Not Usable,,0,,,0,,EA,10000,
19151EA,Hebrew National Hot Dog,FG,Not Usable,,0,,,0,,EA,10000,
19152EA,Plain Bagel & Cream Cheese,FG,Not Usable,,0,,,0,,EA,10000,
19228EA,Mango Chutney Chkn Ciabata,FG,Not Usable,,0,,,0,,EA,10000,
19229EA,Chicken Caprese,FG,Not Usable,,0,,,0,,EA,10000,
19230EA,SW Chicken Sandwich,FG,Not Usable,,0,,,0,,EA,10000,
19232EA,Ham & Swiss Marbled Rye,FG,Not Usable,,0,,,0,,EA,10000,
19233EA,Turkey & Swiss Hoagie,FG,Not Usable,,0,,,0,,EA,10000,
19234EA,Italian Hoagie,FG,Not Usable,,0,,,0,,EA,10000,
19305EA,Cheese & Spinach Omelette,FG,Not Usable,,0,,,0,,EA,10000,
19306EA,Buffalo Chicken Sandwich,FG,Not Usable,,0,,,0,,EA,10000,
19307EA,Little Italy,FG,Not Usable,,0,,,0,,EA,10000,
19308EA,Smoked Turkey & Havarti,FG,Not Usable,,0,,,0,,EA,10000,
19309EA,Sausage Egg & Cheddar,FG,Not Usable,,0,,,0,,EA,10000,
19311EA,Cheese & Tomato Melt,FG,Not Usable,,0,,,0,,EA,10000,
19312EA,Buffalo Chicken SS,FG,Not Usable,,0,,,0,,EA,10000,
19313EA,Smoked Turkey & Havarti SS,FG,Not Usable,,0,,,0,,EA,10000,
19314EA,Little Italy SS,FG,Not Usable,,0,,,0,,EA,10000,
