number,description,category,status,case_pack,case_weight,case_weight_unit,usda_bug_required,purchase_to_stock_conversion,purchase_unit,stock_unit,customer_id,supplier_id
19316,SS Turkey Club 12/cs,FG,Obsolete,12,4.54,LBS,No,1,CS,CS,ATLANTICFD,
19317,Turkey Sausage, Egg,Ched 12/cs,FG,Obsolete,12,6.33,LBS,No,1,CS,CS,ATLANTICFD,
19319,Ham & Egg Brkfst Sndwich 12/cs,FG,Obsolete,12,6.33,LBS,No,1,CS,CS,ATLANTICFD,
19320,SS Smoked Turkey Havarti 12/cs,FG,Obsolete,12,4.8,LBS,No,1,CS,CS,10000,
19321,SS Turkey Club 12/cs,FG,Obsolete,12,4.54,LBS,No,1,CS,CS,10000,
19350,Cheese Spin Omelette 12/cs CAN,FG,Obsolete,12,6.2,LBS,No,1,CS,CS,HFSNAC,
19352,Sausage Egg & Chddar 12/cs CAN,FG,Obsolete,12,6.6,LBS,Yes,1,CS,CS,HFSNAC,
19353,SS Smkd Turk Havarti 12/cs CAN,FG,Obsolete,12,4.8,LBS,Yes,1,CS,CS,HFSNAC,
0001,Sauce BBQ Smoky Cattlemens,SA,Active,512,40.35,LBS,No,512,CS,OZ,10000,1
19354,SS Turkey Club 12/cs CAN,FG,Obsolete,12,4.54,LBS,Yes,1,CS,CS,HFSNAC,
0009,Chicken Bnls Wing Breaded,PR,Active,10,10.68,LBS,No,10,CS,LB,10000,9
0039,Pork Rib BBQ With Sauce,PR,Active,64,18.15,LBS,No,64,CS,EA,10000,40
0045,Film Tiro OP Ham Wedge Lidding,PK,Active,22609,67.55,LBS,,22609,RL,EA,10000,47
0046,Film Tiro OP Turky Wdg Lidding,PK,Active,22609,67.55,LBS,,22609,RL,EA,10000,48
0050,Ribbon Black VideoJet iimak,PK,Obsolete,35433,6.25,LBS,No,35433,CS,FT,10000,52
0051,Ribbon Blue VideoJet iimak,PK,Obsolete,35433,6.25,LBS,No,35433,CS,FT,10000,53
0052,Ribbon Green VideoJet iimak,PK,Obsolete,35433,6.25,LBS,No,35433,CS,FT,10000,54
0053,Ribbon Orange VideoJet iimak,PK,Obsolete,35433,6.25,LBS,No,35433,CS,FT,10000,55
0054,Ribbon Red VideoJet iimak,PK,Obsolete,35433,6.25,LBS,No,35433,CS,FT,10000,56
19355,Turkey Sausage, Egg, 12/cs CAN,FG,Obsolete,12,6.33,LBS,Yes,1,CS,CS,HFSNAC,
19356,SS Smkd Turk Havarti 12/cs CAN,FG,Obsolete,12,4.8,LBS,Yes,1,CS,CS,10000,
19357,SS Turkey Club 12/cs CAN,FG,Obsolete,12,4.54,LBS,Yes,1,CS,CS,10000,
19588,Huevos Wrap 32/cs,FG,Obsolete,32,11.37,LBS,No,1,CS,CS,AJGOSS,
19589,Bacon Egg Gouda Labaccia 32/cs,FG,Active,32,9.62,LBS,No,1,CS,CS,AJGOSS,
0062,Susceptor Sleeve Baguetta,PK,Active,1600,13.4,LBS,,1,EA,EA,10000,63
0064,Film Fuji PP Cheeseburger,PK,Active,1689.6,35,LBS,No,1689.600912,LB,IN,10000,65
0069,Film Fuji Polish Baguetta,PK,Active,1,32.9,LBS,,1,IMP,IMP,10000,70
0070,Film Fuji Bacon Chs Baguetta,PK,Active,1,32.6,LBS,,1,IMP,IMP,10000,71
0071,Film Fuji Cheesy Beef Baguetta,PK,Active,1,32.2,LBS,,1,IMP,IMP,10000,72
0080,Bacon Topping Preckd 1/2 Inch,PR,Active,160,10.8,LBS,No,160,CS,OZ,10000,81
0083,Film Map Pillow 9 Mil,PK,Obsolete,14410,59.9,LBS,No,14410,RL,IN,10000,85
0084,Tray Entree Black CPET 16 Oz,PK,Active,600,26.1,LBS,No,600,CS,EA,10000,86
0085,Ctn Entree Saus Pancake,PK,Active,325,20.65,LBS,No,1,EA,EA,10000,87
0086,Ctn Entree Saus Eggs Potato,PK,Active,325,20.65,LBS,No,1,EA,EA,10000,88
0087,Ctn Entree Bacon Eggs Pot,PK,Active,325,20.65,LBS,No,1,EA,EA,10000,89
0099,Syrup Cup 1 Oz Dipper,SA,Obsolete,200,13.6,LBS,No,200,CS,EA,10000,105
0102,Ctn Dipper Cinnamon Biscuit,PK,Active,325,20.65,LBS,No,1,EA,EA,10000,109
0106,Ctn Dipper Mini Waffles,PK,Active,325,20.65,LBS,No,1,EA,EA,10000,112
0107,Film Map Rigid 14 Mil,PK,Active,14410,67.2,LBS,,14410,RL,IN,10000,113
0108,Lbl OP 3-5/8x3 ,PK,Active,8000,23.75,LBS,No,8000,CS,EA,10000,114
0113,Film Tiro OP Ham&Chs TriWdg,PK,Active,15603,67.55,LBS,,15603,RL,EA,10000,117
19590,Ham Egg Cheddar Lab 32/cs,FG,Obsolete,32,10.14,LBS,No,1,CS,CS,AJGOSS,
19591,Sausage Egg Cheddar Muff 24/cs,FG,Active,24,9.81,LBS,No,1,CS,CS,AJGOSS,
0114,Film Tiro OP Egg Salad TriWdg,PK,Active,15603,67.55,LBS,,15603,RL,EA,10000,118
0115,Film Tiro OP Chix Sal TriWdg,PK,Active,15603,67.55,LBS,,15603,RL,EA,10000,119
0116,Film Tiro OP Tuna Sal TriWdg,PK,Active,15603,67.55,LBS,,15603,RL,EA,10000,120
19592,RF Turkey Bacon 24/cs,FG,Obsolete,24,8.06,LBS,No,1,CS,CS,AJGOSS,
0117,Film Tiro OP Trky&Chs TriWdg,PK,Active,15603,67.55,LBS,,15603,RL,EA,10000,121
0118,Film Tiro OP Ham&Chs DblWdg,PK,Active,15603,67.55,LBS,,15603,RL,EA,10000,122
0119,Film Tiro OP Egg Salad DblWdg,PK,Active,15603,67.55,LBS,,15603,RL,EA,10000,123
19593,Egg White Wrap w/Spinach 32/cs,FG,Obsolete,32,12.01,LBS,No,1,CS,CS,AJGOSS,
19594,Vegetarian Labaccia 32/cs,FG,Active,32,10.14,LBS,No,1,CS,CS,AJGOSS,
0120,Film Tiro OP Tuna Salad DblWdg,PK,Active,15603,67.55,LBS,,15603,RL,EA,10000,124
0121,Film Tiro OP Chix Salad DblWdg,PK,Active,15603,67.55,LBS,,15603,RL,EA,10000,125
0122,Film Tiro OP Ham Tky Sw DblWdg,PK,Active,15603,67.55,LBS,,15603,RL,EA,10000,126
0123,Film Tiro OP Trky&Chs DblWdg,PK,Active,15603,67.55,LBS,,15603,RL,EA,10000,127
19595,Egg White Wrap w/Spinach 32/cs,FG,Active,32,12.4,LBS,No,1,CS,CS,AJGOSS,
19596,RF Turkey Bacon 24/cs,FG,Active,24,8.06,LBS,No,1,CS,CS,AJGOSS,
0124,Film Tiro OP Trky&Chs Hoagie,PK,Active,15603,67.55,LBS,,15603,RL,EA,10000,128
0125,Film Tiro OP Ham&Trky Hoagie,PK,Active,15603,67.55,LBS,,15603,RL,EA,10000,129
0126,Film Tiro OP Ham&Cheese Hoagie,PK,Active,15603,67.55,LBS,,15603,RL,EA,10000,130
0127,Film Tiro KS OP Turkey&Cheese,PK,Active,10766,67.55,LBS,No,10766,RL,EA,10000,131
0128,Film Tiro KS OP Ham&Cheese,PK,Active,10766,67.55,LBS,,10766,RL,EA,10000,132
0129,Film Tiro KS OP Italian,PK,Active,10766,67.55,LBS,,10766,RL,EA,10000,133
19597,Ham Egg Cheddar Lab 32/cs,FG,Active,32,10.14,LBS,No,1,CS,CS,AJGOSS,
0134,Ctn 4 Pk WF Bacon Biscuit,PK,Active,350,41.95,LBS,No,1,EA,EA,10000,138
0139,Bacon Canadian Log 4/Cs,PR,Active,28,33.6,LBS,No,1,LB,LB,10000,144
0146,Carton Wellshire Chix Bisc 2Pk,PK,Obsolete,400,33.9,LBS,No,1,EA,EA,10000,151
0147,Carton Wellshire Ham Muff 2Pk,PK,Obsolete,400,39.6,LBS,No,1,EA,EA,10000,152
19607,Sausage Egg Muff 24/cs CAN,FG,Active,24,9.81,LBS,Yes,1,CS,CS,GFS,
19608,Bacon Egg Gouda Lab 32/cs CAN,FG,Active,32,8.88,LBS,Yes,1,CS,CS,GFS,
0148,Carton Wellshire Saus Muff 2Pk,PK,Obsolete,400,34.3,LBS,No,1,EA,EA,10000,153
0154,Susceptor Sleeve Eng Muffin,PK,Active,1200,16.1,LBS,No,1,EA,EA,10000,159
19609,Spinach  Wrap 32/cs CAN,FG,Obsolete,32,12.01,LBS,No,1,CS,CS,HFSNAC,
0155,Susceptor Sleeve Biscuit,PK,Active,3600,40.05,LBS,,1,EA,EA,10000,160
0162,Sauce BBQ TWB .6 OZ Puck,SA,Active,480,18,LBS,,480,CS,EA,10000,166
0167,Bowl Teriyaki 19 Oz Black,PK,Obsolete,690,33.15,LBS,No,690,CS,EA,10000,171
0168,Lid Teriyaki Bowl Clear,PK,Obsolete,690,19.98,LBS,No,690,CS,EA,10000,172
0169,Box Master Amtrk Teriyaki Bowl,PK,Active,25,32,LBS,,1,EA,EA,10000,173
0172,Ctn Dipper French Tst Heinz,PK,Active,325,21.7,LBS,No,1,EA,EA,10000,176
0173,Ctn Dip Mini Pancakes Heinz,PK,Active,325,20.95,LBS,No,1,EA,EA,10000,177
0174,Carton Dip Mini Waffles Heinz,PK,Obsolete,400,23,LBS,No,1,EA,EA,10000,178
0175,Syrup Cup 1.5 Oz Dipper,SA,Active,100,9.9,LBS,No,100,CS,EA,10000,179
0176,Box Master Wellshire 18 Pk,PK,Obsolete,1,25,LBS,No,1,EA,EA,10000,181
0177,Ctn 4PK Ahold Bac Egg Bisc,PK,Active,350,46.5,LBS,No,1,EA,EA,10000,182
0178,Ctn 4PK Ahold Ham Egg Crois,PK,Active,350,46.5,LBS,No,1,EA,EA,10000,183
0180,Ctn 4PK Ahold Saus Egg Croi,PK,Active,350,6.5,LBS,No,1,EA,EA,10000,185
0196,Divider Chipboard 12.5x9.5,PK,Active,2500,15,LBS,No,1,EA,EA,10000,201
0198,Box Master Price Chopper 8-4Pk,PK,Active,25,0.7,LBS,No,1,EA,EA,10000,203
0202,Ctn 4PK SausEggCrois WF,PK,Active,360,47.3,LBS,No,1,EA,EA,10000,207
0203,Ctn 4PK HamChsCrois WF,PK,Active,360,47.3,LBS,No,1,EA,EA,10000,208
0204,Chicken Bnls Wing Buffalo,PR,Active,10,10.68,LBS,No,10,CS,LB,10000,209
19610,Ham Egg Cheddar Lab 32/cs CAN,FG,Obsolete,32,10.14,LBS,Yes,1,CS,CS,HFSNAC,
19611,RF Turkey Bacon  24/cs CAN,FG,Obsolete,24,8.06,LBS,Yes,1,CS,CS,HFSNAC,
19612,Spinach Florentine 24/cs CAN,FG,Obsolete,24,9.39,LBS,No,1,CS,CS,GFS,
0205,Pork Pulled Smoked w/ Sauce,PR,Active,160,11,LBS,No,160,CS,OZ,10000,210
19613,Spinach  Wrap 32/cs CAN,FG,Active,32,12.01,LBS,No,1,CS,CS,GFS,
19614,RF Turkey Bacon  24/cs CAN,FG,Active,24,8.06,LBS,Yes,1,CS,CS,GFS,
0207,Box Master Panini Jamba,PK,Active,25,13,LBS,No,1,EA,EA,10000,212
19615,Ham Egg Cheddar Lab 32/cs CAN,FG,Active,32,10.14,LBS,Yes,1,CS,CS,GFS,
0209,Pickle Dill 3/16 Sliced Kosher,VE,Active,2250,47.5,LBS,No,2250,PL,EA,10000,214
19616,Vegetarian Labaccia CAN 32/cs,FG,Active,32,10.14,LBS,No,1,CS,CS,GFS,
19617,Ham Egg Cheddar Lab 32/cs,FG,Obsolete,32,10.14,LBS,No,1,CS,CS,10000,
19650,Ham & Swiss Panini 24/cs CAN,FG,Active,24,8.7,LBS,Yes,1,CS,CS,GFS,
19651,RstdTom&Mozz Panini 24/cs CAN,FG,Active,24,9.35,LBS,No,1,CS,CS,GFS,
0211,Film Fuji Bcn Chs Baguetta CAN,PK,Active,1,26.8,LBS,,1,IMP,IMP,10000,215
0212,Film Fuji Chsy Bf Baguetta CAN,PK,Active,1,33.5,LBS,,1,IMP,IMP,10000,216
19652,Santa Fe Chck Panini 24/cs CAN,FG,Active,24,10.9,LBS,Yes,1,CS,CS,GFS,
0213,Film Shrink Perf 14in 60Ga,PK,Active,52440,35,LBS,No,52440,RL,IN,10000,217
0214,LBL OP Hot Dog 3-5/8x3,PK,Obsolete,8000,23.75,LBS,No,8000,CS,EA,10000,218
19653,Tuna Panini 24/cs CAN,FG,Active,24,10.5,LBS,No,1,CS,CS,GFS,
83115,King Sub Ham & Cheese 8/cs,FG,Obsolete,8,6.27,LBS,,1,CS,CS,GREATLAND,
83119,King Sub Roast Beef Chse 8/cs,FG,Obsolete,8,6.02,LBS,,1,CS,CS,GREATLAND,
0216,Lbl OP CBurger 3-5/8x3,PK,Active,9000,23.75,LBS,No,9000,CS,EA,10000,220
0219,Ctn 4PK Bacn Egg Bisc WINCO,PK,Active,350,38.55,LBS,No,1,EA,EA,10000,222
0221,Ctn 4PK SausEgg Crois WINCO,PK,Active,350,38,LBS,No,1,EA,EA,10000,224
0222,Ctn 4PK SausEgg Muff WINCO,PK,Active,350,38,LBS,No,1,EA,EA,10000,225
83125,King Sub Turkey & Cheese 8/cs,FG,Obsolete,8,6.27,LBS,,1,CS,CS,GREATLAND,
0224,Ctn 4PK SausEgg Muffin OP,PK,Active,300,23.5,LBS,No,1,EA,EA,10000,227
0226,Ctn 4PK CanBac Egg Muff OP,PK,Active,350,45.6,LBS,No,1,EA,EA,10000,228
83457,Poorboy Sub 8/cs,FG,Active,8,5.52,LBS,No,1,CS,CS,GREATLAND,
0227,Ctn 4PK Saus Egg Biscuit OP,PK,Active,350,15.6,LBS,No,1,EA,EA,10000,229
83730,Triple Wedge Ham & Cheese 8/cs,FG,Obsolete,8,4.65,LBS,,1,CS,CS,GREATLAND,
83731,Trple Wedge Turkey Cheese 8/cs,FG,Obsolete,8,4.65,LBS,,1,CS,CS,GREATLAND,
0228,Ctn 4PK Bacn Egg Biscuit OP,PK,Active,350,45.6,LBS,No,1,EA,EA,10000,230
0232,Film Lidding EZ Peel 16.54in,PK,Active,36000,45,LBS,No,36000,RL,IN,10000,234
0265,Flavor Beef Nat&Art SB,SA,Active,560,37.85,LBS,No,560,PL,OZ,10000,270
0270,Starch Ultra Sperse M,MC,Active,800,22.7,LBS,No,800,BOX,OZ,10000,275
0272,Tray Panini No Print Uncoated,PK,Active,450,13.35,LBS,No,1,EA,EA,10000,277
83733,Triple Wedge Egg Salad 8/cs,FG,Obsolete,8,4.52,LBS,,1,CS,CS,GREATLAND,
0273,Ctn HEB Panini Mush Stk Ched,PK,Active,400,36.6,LBS,No,1,EA,EA,10000,279
0274,Ctn HEB Panini Philly Stk,PK,Active,400,36.6,LBS,No,1,EA,EA,10000,280
0275,Ctn HEB Panini Chick Spin Mush,PK,Active,400,36.5,LBS,No,1,EA,EA,10000,281
0276,Ctn HEB Panini Poblano Chicken,PK,Active,400,36.6,LBS,No,1,EA,EA,10000,282
0278,Spread Ranch Fat Free,SA,Active,512,36.25,LBS,,512,CS,OZ,10000,284
0279,Ham Blk Frst Log Unsliced SBUX,PR,Active,1,25,LBS,No,1,LB,LB,10000,285
0281,Ctn Panini Chicken Club,PK,Active,400,36.5,LBS,No,1,EA,EA,10000,288
83734,Triple Wedge Tuna Salad 8/cs,FG,Obsolete,8,4.52,LBS,,1,CS,CS,GREATLAND,
0282,Ctn Panini Philly Stk&Chs,PK,Obsolete,400,36.5,LBS,No,1,EA,EA,10000,289
0283,Ctn Panini Chicken Spinach,PK,Obsolete,400,36.6,LBS,No,1,EA,EA,10000,290
0288,Film Baguetta Nathans Hot Dog,PK,Active,4000,25,LBS,,4000,RL,IMP,10000,295
0289,Film Baguetta OP Pepperoni,PK,Active,4000,25,LBS,,4000,RL,IMP,10000,296
0291,Spread Herb & Chs Florentine,SA,Obsolete,640,46,LBS,No,640,CS,OZ,10000,298
0297,Bun Hot Dog Plain 6in,BR,Active,144,18.75,LBS,No,144,CS,EA,10000,303
0298,Sauce Hot Dog Chili Sauce 1 Oz,SA,Active,288,18,LBS,,288,CS,EA,10000,304
0299,Film Baguetta OP Pepperoni CAN,PK,Active,4000,32.3,LBS,,4000,RL,IMP,10000,305
0301,Tray Nathans Hot Dog Double,PK,Active,500,14,LBS,,500,CS,EA,10000,307
0302,Film Fuji Nathans Chili Dog,PK,Active,9000,13.05,LBS,,9000,RL,IMP,10000,308
0303,Film Fuji Nathans Chl Dog Twin,PK,Active,9000,13.05,LBS,,9000,RL,IMP,10000,309
0304,Film Fuji Nathans Bf Hot Dog,PK,Active,9000,13.05,LBS,,9000,RL,IMP,10000,310
0305,Film Fuji Nathans Bf Dog Twin,PK,Active,9000,13.05,LBS,,9000,RL,IMP,10000,311
83735,Trple Wedge Chicken Salad 8/cs,FG,Obsolete,8,4.52,LBS,,1,CS,CS,GREATLAND,
0306,Film Fuji Nathans Jumbo Bf HD,PK,Active,9000,13.05,LBS,,9000,RL,IMP,10000,312
0307,Film Fuji Nathans Jumbo Spicy,PK,Active,9000,13.05,LBS,,9000,RL,IMP,10000,313
85000,Ham Cheese Double Wedge 48/cs,FG,Active,48,12.3,LBS,No,1,CS,CS,99ONLYSTOR,
0309,Film Tiro OP Tuna Dbl Wdg CAN,PK,Active,15603,42,LBS,,15603,RL,EA,10000,315
85001,Turkey Cheese Dbl Wedge 48/cs,FG,Active,48,12.3,LBS,No,1,CS,CS,99ONLYSTOR,
0310,Film Tiro OP Hm Tky Sw Dbl CAN,PK,Active,42,42,LBS,,15603,RL,EA,10000,316
0315,Tortilla White Homestyle 9in,BR,Active,144,18,LBS,No,144,CS,EA,10000,321
0317,Corn/Pepper/Blk Bean Blend,VE,Active,400,27,LBS,No,400,CS,OZ,10000,323
0318,Potato Popcorn 12-24 Oz,VE,Obsolete,288,19.5,LBS,No,288,CS,OZ,10000,324
0319,Spread Cream Cheese Asiago,SA,Active,480,31.03,LBS,No,480,CS,OZ,10000,325
0321,Cheese Mozz Shred 12-2 LB,DA,Active,24,26.5,LBS,No,24,CS,LB,10000,327
0324,Lbl Direct Thermal 4x6 Blank,PK,Active,2000,23.8,LBS,No,2000,CS,EA,10000,330
0334,Push Pull Grip Sht 43x51x.30 ,PK,Obsolete,1000,0.1,LBS,No,1000,PAL,EA,10000,340
0335,Spread Artichoke,SA,Obsolete,480,32,LBS,No,480,PL,OZ,10000,341
0336,Spread Dijonnaise,SA,Obsolete,480,32,LBS,No,480,PL,OZ,10000,342
0337,Spread Mayo Pesto,SA,Obsolete,480,32,LBS,No,480,PL,OZ,10000,343
0338,Spread Sun Dried Tomato,SA,Obsolete,480,32,LBS,No,480,PL,OZ,10000,344
85005,Turkey & Cheese Kaiser 36/cs,FG,Obsolete,36,9.59,LBS,No,1,CS,CS,99ONLYSTOR,
85006,Ham & Cheese Kaiser 36/cs,FG,Obsolete,36,9.59,LBS,No,1,CS,CS,99ONLYSTOR,
0339,Ham Honey Smkd Diced 1/4in,PR,Active,10,12,LBS,No,10,CS,LB,10000,345
0340,Pepper Green Diced 1/4in,VE,Active,400,27,LBS,No,400,CS,OZ,10000,346
0341,Sausage Crumbles 2-5 Lb,PR,Active,160,12.82,LBS,No,160,CS,OZ,10000,348
0342,Spread Cream Chs Cinn Maple,SA,Active,480,31.03,LBS,No,480,CS,OZ,10000,350
0344,Ctn Westrn HEB Brkft Panini,PK,Active,400,33.5,LBS,No,1,EA,EA,10000,353
0345,Film Tiro Heb National Hot Dog,PK,Active,15603,52.15,LBS,No,15603,RL,IMP,10000,355
85007,Hamburger 36/cs,FG,Active,36,10.94,LBS,No,1,CS,CS,99ONLYSTOR,
85100,Hamburger 24/cs,FG,Obsolete,24,7.95,LBS,,1,CS,CS,UWG,
85101,Sausage & Cheese Muffin 16/cs,FG,Obsolete,16,6.1,LBS,,1,CS,CS,UWG,
85300,Sausage, Egg, Chs Muf 12/1x4pk,FG,Active,12,15.3,LBS,No,1,CS,CS,WFF,
85302,Bacon, Egg,Chs Bisc 12/1x4pk,FG,Active,12,12.3,LBS,No,1,CS,CS,WFF,
85303,Can Bac,Egg,Chs Muff 12/1x4pk,FG,Active,12,13.5,LBS,No,1,CS,CS,WFF,
85304,Sausage Egg Chs Crois 6/1x4pk,FG,Active,6,7.9,LBS,No,1,CS,CS,WFF,
85305,Ham & Cheese Croissant 6/1x4pk,FG,Active,6,5.95,LBS,No,1,CS,CS,WFF,
85450,Bacon, Egg,Chs Bisc 12/2x2pk,FG,Active,12,13.7,LBS,No,1,CS,CS,BBL,
85451,Sausage, Egg,Chs Croi 12/2x2pk,FG,Active,12,16.1,LBS,No,1,CS,CS,BBL,
85452,Sausage, Egg,Chs Muf 12/2x2pk,FG,Active,12,16.1,LBS,No,1,CS,CS,BBL,
85500,Chicken Biscuit 18/2x1pk,FG,Obsolete,18,9.95,LBS,No,1,CS,CS,WELLSHIRE,
85501,Blk Forest Ham Muf 12/2x1pk,FG,Obsolete,12,8.89,LBS,No,1,CS,CS,WELLSHIRE,
0353,Vinegar Balsamic,SA,Obsolete,,0,,,338,CS,OZ,10000,364
0360,Film SBUX Panini Tuna Salad,PK,Obsolete,,0,,No,1,IMP,IMP,10000,371
85502,Pork Sausage Muff 12/2x1pk,FG,Obsolete,12,9.64,LBS,No,1,CS,CS,WELLSHIRE,
85503,Turkey Cdn Bac Muf 12/2x1pk,FG,Obsolete,12,8.89,LBS,No,1,CS,CS,WELLSHIRE,
85600,Bacon,Egg,Chs Biscuit 12/2x2pk,FG,Active,12,11.32,LBS,No,1,CS,CS,MEIJER,
0361,Film SBUX Panini Ham&Swiss,PK,Obsolete,,0,,No,1,IMP,IMP,10000,372
85601,Sausage, Egg,Chs Croi 12/2x2pk,FG,Active,12,14.32,LBS,No,1,CS,CS,MEIJER,
0362,Film SBUX Panini Rstd Tomato,PK,Obsolete,,0,,No,1,IMP,IMP,10000,373
0363,Film SBUX Panini Santa Fe Chic,PK,Obsolete,,0,,No,1,IMP,IMP,10000,374
0364,Film BOPP Fuji 10 in Web,PK,Active,,0,,No,12,FT,IN,10000,375
0395,Lbl OP Ham Scramble Bowl Lid,PK,Active,,0,,No,1000,RL,EA,10000,407
85602,Sausage, Egg,Chs Muff 12/2x2pk,FG,Active,12,14.32,LBS,No,1,CS,CS,MEIJER,
0396,Lbl OP Ham Scramble Bowl Btm,PK,Active,,0,,No,1000,RL,EA,10000,408
85603,Sausage, Egg,Chs Bisc 12/2x2pk,FG,Active,12,14.32,LBS,No,1,CS,CS,MEIJER,
0397,Lbl OP Saus Scramble Bowl Lid,PK,Active,,0,,No,1000,RL,EA,10000,409
0398,Lbl OP Saus Scramble Bowl Btm,PK,Active,,0,,No,1000,RL,EA,10000,410
0399,Biscuit Buttermilk 2 Oz Sliced,BR,Active,144,0,,No,144,CS,EA,10000,411
86004,Western Breakfast Panini 12/cs,FG,Active,12,5.75,LBS,No,1,CS,CS,HEB,
0400,Roll White Rustic 190/Cs,BR,Active,190,0,,No,190,CS,EA,10000,412
0413,Film Fuji SECM Direct Plus,PK,Active,,0,,No,15000,RL,EA,10000,424
86005,Saus Egg & Cheese Panini 12/cs,FG,Active,12,5.75,LBS,No,1,CS,CS,HEB,
0414,Film Fuji CBECM Direct Plus,PK,Active,,0,,No,15000,RL,EA,10000,425
0424,Film SBUX 9.5in ChickSaus Wrap,PK,Active,,0,,No,12500,RL,IMP,10000,435
86500,SW Chicken Lean Panini 12/cs,FG,Obsolete,12,4.5,LBS,Yes,1,CS,CS,S04,
86501,Chk Spn Mshm Lean Panini 12/cs,FG,Obsolete,12,4.5,LBS,Yes,1,CS,CS,S04,
86502,Phly Stk Chs Lean Panini 12/cs,FG,Obsolete,12,4.5,LBS,Yes,1,CS,CS,S04,
86503,Chicken Club Lean Panini 12/cs,FG,Obsolete,12,4.5,LBS,Yes,1,CS,CS,S04,
86700,Spinach n Cheese  Wrap 32/cs,FG,Active,32,12.01,LBS,No,1,CS,CS,DDI,
86701,SW Style Chken Chor Wrap 32/cs,FG,Active,32,12.01,LBS,Yes,1,CS,CS,DDI,
86702,Turkey Saus n Chse Wrap 32/cs,FG,Active,32,12.01,LBS,Yes,1,CS,CS,DDI,
0435,Tray Clear Hinged DV3708,PK,Active,250,0,,No,250,CS,EA,10000,445
86703,Brie,Aple,Fig Rais Bread 20/cs,FG,Active,24,6.6,LBS,No,1,CS,CS,DDI,
86704,Thai Chckn & Chili Wrap 28/cs,FG,Active,28,9.94,LBS,Yes,1,CS,CS,DDI,
86705,Turkey,Dijon & Jack Wrap 28/cs,FG,Active,28,9.54,LBS,Yes,1,CS,CS,DDI,
86706,Hummus & Cheese Wrap 28/cs,FG,Active,28,7.77,LBS,No,1,CS,CS,DDI,
86707,Ham & Cheese Baguette 20/cs,FG,Active,20,6.66,LBS,No,1,CS,CS,MCDNLDWS,
86708,Roasted Chicken Baguette 20/cs,FG,Active,20,6.1,LBS,No,1,CS,CS,MCDNLDWS,
0446,Lbl CWrap Jamba Hummus 500/Rl,PK,Active,500,0,,No,500,RL,EA,10000,455
0447,Lbl CWrap Jamba TrkyJck 500/Rl,PK,Active,500,0,,No,500,RL,EA,10000,456
0448,Lbl CWrp Jamba ThaiChkn 500/Rl,PK,Active,500,0,,No,500,RL,EA,10000,457
0457,Square White Blank 3 x 3,PK,Active,11700,0,,No,11700,CS,EA,10000,467
0458,Lbl 3x3 Jamba Bistro Panini 1M,PK,Active,1000,0,,No,1000,RL,EA,10000,469
0459,Lbl 3x5 Jamba Bistro Nutrtn 1M,PK,Active,1000,0,,No,1000,RL,EA,10000,470
0461,Lbl Cmbrlnd Burger Top,PK,Active,2000,0,,No,2000,RL,EA,10000,472
0462,Lbl Cmbrlnd Chs Burger Top,PK,Active,2000,0,,No,2000,RL,EA,10000,473
0463,Lbl Cmbrlnd Bcn Chs Burger Top,PK,Active,2000,0,,No,2000,RL,EA,10000,474
0464,Lbl Cmbrlnd Burger Bottom,PK,Active,2000,0,,No,2000,RL,EA,10000,475
0465,Lbl Cmbrlnd Chs Burger Bottom,PK,Active,2000,0,,No,2000,RL,EA,10000,476
0466,Lbl Cmbrlnd BcnChs Burger Btm,PK,Active,2000,0,,No,2000,RL,EA,10000,477
0476,Ctn Bowl HEPC PigWig,PK,Active,,0,,No,1,EA,EA,10000,487
0477,Rectangle NW Mrkt Frsh Grn,PK,Obsolete,,0,,No,16000,CS,EA,10000,488
0478,Film SBUX 10in ChickSaus Wrap,PK,Active,,0,,No,12500,RL,IMP,10000,489
0479,Pepper Bell Yellow Rstd IQF,VE,Obsolete,400,0,,No,400,CS,OZ,10000,490
0480,Roll Wht Rustic 180/Cs Unslicd,BR,Active,180,0,,No,180,CS,EA,10000,491
0495,Lbl Cmbrlnd Chicken Top,PK,Active,,0,,No,2000,RL,EA,10000,506
0496,Lbl Cmbrlnd Chicken Btm,PK,Obsolete,,0,,No,2000,RL,EA,10000,507
0497,Lbl Cmbrlnd Chick Chs Top,PK,Active,,0,,No,2000,RL,EA,10000,508
0498,Lbl Cmbrlnd Chick Chs Btm,PK,Obsolete,,0,,No,2000,RL,EA,10000,509
0499,Lbl Cmbrlnd ChickChsBac Top,PK,Active,,0,,No,2000,RL,EA,10000,510
0500,Lbl Cmbrlnd ChickChsBac Btm,PK,Obsolete,,0,,No,2000,RL,EA,10000,511
0508,Film Fuji Baguette Chicken,PK,Active,5500,49,,No,5500,RL,IMP,10000,519
0513,Uboard Jamba Juice Baguette,PK,Active,,0,,No,1,EA,EA,10000,524
0514,Uboard Jamba Juice MiniWrap,PK,Active,,0,,No,1,EA,EA,10000,525
0517,Lbl Master C&C Angus Chs 5x7,PK,Active,,0,,No,1000,RL,EA,10000,528
0518,Lbl Master C&C Angs BacChs 5x7,PK,Active,,0,,No,1000,RL,EA,10000,529
86709,Three Cheese Baguette 20/cs,FG,Active,20,5.1,LBS,No,1,CS,CS,MCDNLDWS,
